areaType,areaName,areaCode,date,newCasesByPublishDate,cumCasesByPublishDate
nation,Scotland,S92000003,2020/5/11,141,13627
nation,Scotland,S92000003,2020/5/10,181,13486
nation,Scotland,S92000003,2020/5/9,156,13305
nation,Scotland,S92000003,2020/5/8,225,13149
nation,Scotland,S92000003,2020/5/7,215,12924
nation,Scotland,S92000003,2020/5/6,272,12709
nation,Scotland,S92000003,2020/5/5,171,12437
nation,Scotland,S92000003,2020/5/4,169,12266
nation,Scotland,S92000003,2020/5/3,170,12097
nation,Scotland,S92000003,2020/5/2,273,11927
nation,Scotland,S92000003,2020/5/1,301,11654
nation,Scotland,S92000003,2020/4/30,319,11353
nation,Scotland,S92000003,2020/4/29,313,11034
nation,Scotland,S92000003,2020/4/28,200,10721
nation,Scotland,S92000003,2020/4/27,197,10521
nation,Scotland,S92000003,2020/4/26,273,10324
nation,Scotland,S92000003,2020/4/25,354,10051
nation,Scotland,S92000003,2020/4/24,288,9697
nation,Scotland,S92000003,2020/4/23,371,9409
nation,Scotland,S92000003,2020/4/22,366,9038
nation,Scotland,S92000003,2020/4/21,222,8672
nation,Scotland,S92000003,2020/4/20,263,8450
nation,Scotland,S92000003,2020/4/19,367,8187
nation,Scotland,S92000003,2020/4/18,411,7820
nation,Scotland,S92000003,2020/4/17,307,7409
nation,Scotland,S92000003,2020/4/16,354,7102
nation,Scotland,S92000003,2020/4/15,390,6748
nation,Scotland,S92000003,2020/4/14,291,6358
nation,Scotland,S92000003,2020/4/13,155,6067
nation,Scotland,S92000003,2020/4/12,322,5912
nation,Scotland,S92000003,2020/4/11,315,5590
nation,Scotland,S92000003,2020/4/10,318,5275
nation,Scotland,S92000003,2020/4/9,392,4957
nation,Scotland,S92000003,2020/4/8,336,4565
nation,Scotland,S92000003,2020/4/7,268,4229
nation,Scotland,S92000003,2020/4/6,255,3961
nation,Scotland,S92000003,2020/4/5,361,3706
nation,Scotland,S92000003,2020/4/4,344,3345
nation,Scotland,S92000003,2020/4/3,399,3001
nation,Scotland,S92000003,2020/4/2,292,2602
nation,Scotland,S92000003,2020/4/1,317,2310
nation,Scotland,S92000003,2020/3/31,430,1993
nation,Scotland,S92000003,2020/3/30,179,1563
nation,Scotland,S92000003,2020/3/29,139,1384
nation,Scotland,S92000003,2020/3/28,186,1245
nation,Scotland,S92000003,2020/3/27,165,1059
nation,Scotland,S92000003,2020/3/26,175,894
nation,Scotland,S92000003,2020/3/25,135,719
nation,Scotland,S92000003,2020/3/24,85,584
nation,Scotland,S92000003,2020/3/23,83,499
nation,Scotland,S92000003,2020/3/22,43,416
nation,Scotland,S92000003,2020/3/21,51,373
nation,Scotland,S92000003,2020/3/20,56,322
nation,Scotland,S92000003,2020/3/19,39,266
nation,Scotland,S92000003,2020/3/18,32,227
nation,Scotland,S92000003,2020/3/17,24,195
nation,Scotland,S92000003,2020/3/16,18,171
nation,Scotland,S92000003,2020/3/15,32,153
nation,Scotland,S92000003,2020/3/14,36,121
nation,Scotland,S92000003,2020/3/13,25,85
nation,Scotland,S92000003,2020/3/12,24,60
nation,Scotland,S92000003,2020/3/11,9,36
nation,Scotland,S92000003,2020/3/10,4,27
nation,Scotland,S92000003,2020/3/9,5,23
nation,Scotland,S92000003,2020/3/8,2,18
nation,Scotland,S92000003,2020/3/7,5,16
nation,Scotland,S92000003,2020/3/6,5,11
nation,Scotland,S92000003,2020/3/5,3,6
nation,Scotland,S92000003,2020/3/4,2,3
nation,Scotland,S92000003,2020/3/3,0,1
nation,Scotland,S92000003,2020/3/2,1,1
nation,Wales,W92000004,2021/12/3,2356,516146
nation,Wales,W92000004,2021/12/2,2791,513790
nation,Wales,W92000004,2021/12/1,2067,510999
nation,Wales,W92000004,2021/11/30,1972,508932
nation,Wales,W92000004,2021/11/29,3969,506960
nation,Wales,W92000004,2021/11/28,1963,502991
nation,Wales,W92000004,2021/11/27,0,501028
nation,Wales,W92000004,2021/11/26,2927,501028
nation,Wales,W92000004,2021/11/25,2377,498101
nation,Wales,W92000004,2021/11/24,2154,495724
nation,Wales,W92000004,2021/11/23,1931,493571
nation,Wales,W92000004,2021/11/22,4489,491640
nation,Wales,W92000004,2021/11/21,2408,487152
nation,Wales,W92000004,2021/11/20,0,484744
nation,Wales,W92000004,2021/11/19,2456,484744
nation,Wales,W92000004,2021/11/18,2576,482288
nation,Wales,W92000004,2021/11/17,2417,479712
nation,Wales,W92000004,2021/11/16,1921,477295
nation,Wales,W92000004,2021/11/15,4520,475375
nation,Wales,W92000004,2021/11/14,2659,470856
nation,Wales,W92000004,2021/11/13,0,468197
nation,Wales,W92000004,2021/11/12,2784,468197
nation,Wales,W92000004,2021/11/11,2134,465413
nation,Wales,W92000004,2021/11/10,2171,463279
nation,Wales,W92000004,2021/11/9,1784,461109
nation,Wales,W92000004,2021/11/8,4303,459325
nation,Wales,W92000004,2021/11/7,2583,455023
nation,Wales,W92000004,2021/11/6,0,452440
nation,Wales,W92000004,2021/11/5,1986,452440
nation,Wales,W92000004,2021/11/4,2799,450455
nation,Wales,W92000004,2021/11/3,2492,447655
nation,Wales,W92000004,2021/11/2,2210,445163
nation,Wales,W92000004,2021/11/1,4983,442953
nation,Wales,W92000004,2021/10/31,3016,437972
nation,Wales,W92000004,2021/10/30,0,434956
nation,Wales,W92000004,2021/10/29,2561,434956
nation,Wales,W92000004,2021/10/28,2664,432395
nation,Wales,W92000004,2021/10/27,2582,429731
nation,Wales,W92000004,2021/10/26,5288,427150
nation,Wales,W92000004,2021/10/25,0,418980
nation,Wales,W92000004,2021/10/24,3152,418980
nation,Wales,W92000004,2021/10/23,0,415829
nation,Wales,W92000004,2021/10/22,3296,415829
nation,Wales,W92000004,2021/10/21,4240,412534
nation,Wales,W92000004,2021/10/20,3450,408294
nation,Wales,W92000004,2021/10/19,3200,404844
nation,Wales,W92000004,2021/10/18,6398,401644
nation,Wales,W92000004,2021/10/17,2965,395247
nation,Wales,W92000004,2021/10/16,0,392282
nation,Wales,W92000004,2021/10/15,3130,392282
nation,Wales,W92000004,2021/10/14,2635,389152
nation,Wales,W92000004,2021/10/13,2266,386516
nation,Wales,W92000004,2021/10/12,2047,384250
nation,Wales,W92000004,2021/10/11,4469,382203
nation,Wales,W92000004,2021/10/10,0,377734
nation,Wales,W92000004,2021/10/9,0,377734
nation,Wales,W92000004,2021/10/8,5705,377734
nation,Wales,W92000004,2021/10/7,3400,372029
nation,Wales,W92000004,2021/10/6,2007,368629
nation,Wales,W92000004,2021/10/5,1758,366624
nation,Wales,W92000004,2021/10/4,3986,364866
nation,Wales,W92000004,2021/10/3,2331,360881
nation,Wales,W92000004,2021/10/2,0,358550
nation,Wales,W92000004,2021/10/1,3009,358550
nation,Wales,W92000004,2021/9/30,2580,355542
nation,Wales,W92000004,2021/9/29,3369,352939
nation,Wales,W92000004,2021/9/28,2270,349570
nation,Wales,W92000004,2021/9/27,5659,347300
nation,Wales,W92000004,2021/9/26,3303,341641
nation,Wales,W92000004,2021/9/25,0,338338
nation,Wales,W92000004,2021/9/24,2727,338338
nation,Wales,W92000004,2021/9/23,2476,335611
nation,Wales,W92000004,2021/9/22,2485,333135
nation,Wales,W92000004,2021/9/21,2576,330650
nation,Wales,W92000004,2021/9/20,5258,328074
nation,Wales,W92000004,2021/9/19,2717,322816
nation,Wales,W92000004,2021/9/18,0,320099
nation,Wales,W92000004,2021/9/17,2618,320099
nation,Wales,W92000004,2021/9/16,2891,317481
nation,Wales,W92000004,2021/9/15,2298,314590
nation,Wales,W92000004,2021/9/14,1924,312292
nation,Wales,W92000004,2021/9/13,4308,310368
nation,Wales,W92000004,2021/9/12,2317,306060
nation,Wales,W92000004,2021/9/11,0,303743
nation,Wales,W92000004,2021/9/10,2467,303743
nation,Wales,W92000004,2021/9/9,2297,301276
nation,Wales,W92000004,2021/9/8,2669,298979
nation,Wales,W92000004,2021/9/7,2504,296310
nation,Wales,W92000004,2021/9/6,5161,293806
nation,Wales,W92000004,2021/9/5,2389,288645
nation,Wales,W92000004,2021/9/4,0,286256
nation,Wales,W92000004,2021/9/3,2391,286256
nation,Wales,W92000004,2021/9/2,2275,283865
nation,Wales,W92000004,2021/9/1,3328,281590
nation,Wales,W92000004,2021/8/31,3872,278262
nation,Wales,W92000004,2021/8/30,0,274390
nation,Wales,W92000004,2021/8/29,2357,274390
nation,Wales,W92000004,2021/8/28,0,272034
nation,Wales,W92000004,2021/8/27,1791,272034
nation,Wales,W92000004,2021/8/26,2389,270243
nation,Wales,W92000004,2021/8/25,1705,267854
nation,Wales,W92000004,2021/8/24,1393,266149
nation,Wales,W92000004,2021/8/23,3247,264756
nation,Wales,W92000004,2021/8/22,1626,261509
nation,Wales,W92000004,2021/8/21,0,259883
nation,Wales,W92000004,2021/8/20,1728,259883
nation,Wales,W92000004,2021/8/19,1480,258155
nation,Wales,W92000004,2021/8/18,1373,256675
nation,Wales,W92000004,2021/8/17,761,255302
nation,Wales,W92000004,2021/8/16,2394,254541
nation,Wales,W92000004,2021/8/15,1099,252147
nation,Wales,W92000004,2021/8/14,0,251048
nation,Wales,W92000004,2021/8/13,1090,251048
nation,Wales,W92000004,2021/8/12,1846,249958
nation,Wales,W92000004,2021/8/11,0,248112
nation,Wales,W92000004,2021/8/10,543,248112
nation,Wales,W92000004,2021/8/9,1364,247569
nation,Wales,W92000004,2021/8/8,864,246205
nation,Wales,W92000004,2021/8/7,0,245341
nation,Wales,W92000004,2021/8/6,803,245341
nation,Wales,W92000004,2021/8/5,681,244538
nation,Wales,W92000004,2021/8/4,608,243857
nation,Wales,W92000004,2021/8/3,581,243249
nation,Wales,W92000004,2021/8/2,1106,242668
nation,Wales,W92000004,2021/8/1,719,241562
nation,Wales,W92000004,2021/7/31,0,240843
nation,Wales,W92000004,2021/7/30,824,240843
nation,Wales,W92000004,2021/7/29,724,240019
nation,Wales,W92000004,2021/7/28,588,239295
nation,Wales,W92000004,2021/7/27,704,238707
nation,Wales,W92000004,2021/7/26,1130,238003
nation,Wales,W92000004,2021/7/25,1238,236873
nation,Wales,W92000004,2021/7/24,0,235635
nation,Wales,W92000004,2021/7/23,755,235635
nation,Wales,W92000004,2021/7/22,712,234880
nation,Wales,W92000004,2021/7/21,941,234168
nation,Wales,W92000004,2021/7/20,555,233227
nation,Wales,W92000004,2021/7/19,2053,232672
nation,Wales,W92000004,2021/7/18,1112,230619
nation,Wales,W92000004,2021/7/17,0,229507
nation,Wales,W92000004,2021/7/16,1083,229507
nation,Wales,W92000004,2021/7/15,861,228424
nation,Wales,W92000004,2021/7/14,1135,227563
nation,Wales,W92000004,2021/7/13,737,226428
nation,Wales,W92000004,2021/7/12,1190,225691
nation,Wales,W92000004,2021/7/11,698,224501
nation,Wales,W92000004,2021/7/10,0,223804
nation,Wales,W92000004,2021/7/9,655,223804
nation,Wales,W92000004,2021/7/8,701,223149
nation,Wales,W92000004,2021/7/7,663,222448
nation,Wales,W92000004,2021/7/6,698,221785
nation,Wales,W92000004,2021/7/5,1256,221087
nation,Wales,W92000004,2021/7/4,535,219831
nation,Wales,W92000004,2021/7/3,0,219296
nation,Wales,W92000004,2021/7/2,570,219296
nation,Wales,W92000004,2021/7/1,481,218726
nation,Wales,W92000004,2021/6/30,513,218245
nation,Wales,W92000004,2021/6/29,281,217732
nation,Wales,W92000004,2021/6/28,670,217452
nation,Wales,W92000004,2021/6/27,416,216782
nation,Wales,W92000004,2021/6/26,0,216366
nation,Wales,W92000004,2021/6/25,336,216366
nation,Wales,W92000004,2021/6/24,438,216030
nation,Wales,W92000004,2021/6/23,213,215593
nation,Wales,W92000004,2021/6/22,175,215380
nation,Wales,W92000004,2021/6/21,484,215205
nation,Wales,W92000004,2021/6/20,176,214721
nation,Wales,W92000004,2021/6/19,0,214545
nation,Wales,W92000004,2021/6/18,163,214545
nation,Wales,W92000004,2021/6/17,140,214382
nation,Wales,W92000004,2021/6/16,141,214243
nation,Wales,W92000004,2021/6/15,98,214102
nation,Wales,W92000004,2021/6/14,247,214004
nation,Wales,W92000004,2021/6/13,115,213757
nation,Wales,W92000004,2021/6/12,0,213642
nation,Wales,W92000004,2021/6/11,118,213642
nation,Wales,W92000004,2021/6/10,113,213524
nation,Wales,W92000004,2021/6/9,223,213411
nation,Wales,W92000004,2021/6/8,22,213188
nation,Wales,W92000004,2021/6/7,75,213166
nation,Wales,W92000004,2021/6/6,92,213091
nation,Wales,W92000004,2021/6/5,0,212999
nation,Wales,W92000004,2021/6/4,71,212999
nation,Wales,W92000004,2021/6/3,49,212928
nation,Wales,W92000004,2021/6/2,83,212879
nation,Wales,W92000004,2021/6/1,94,212796
nation,Wales,W92000004,2021/5/31,0,212702
nation,Wales,W92000004,2021/5/30,30,212702
nation,Wales,W92000004,2021/5/29,0,212672
nation,Wales,W92000004,2021/5/28,32,212672
nation,Wales,W92000004,2021/5/27,58,212640
nation,Wales,W92000004,2021/5/26,28,212582
nation,Wales,W92000004,2021/5/25,19,212554
nation,Wales,W92000004,2021/5/24,101,212535
nation,Wales,W92000004,2021/5/23,46,212434
nation,Wales,W92000004,2021/5/22,0,212388
nation,Wales,W92000004,2021/5/21,28,212388
nation,Wales,W92000004,2021/5/20,45,212361
nation,Wales,W92000004,2021/5/19,44,212316
nation,Wales,W92000004,2021/5/18,32,212272
nation,Wales,W92000004,2021/5/17,91,212240
nation,Wales,W92000004,2021/5/16,54,212149
nation,Wales,W92000004,2021/5/15,0,212095
nation,Wales,W92000004,2021/5/14,54,212095
nation,Wales,W92000004,2021/5/13,59,212041
nation,Wales,W92000004,2021/5/12,22,211983
nation,Wales,W92000004,2021/5/11,30,211961
nation,Wales,W92000004,2021/5/10,104,211931
nation,Wales,W92000004,2021/5/9,54,211827
nation,Wales,W92000004,2021/5/8,0,211773
nation,Wales,W92000004,2021/5/7,47,211773
nation,Wales,W92000004,2021/5/6,34,211726
nation,Wales,W92000004,2021/5/5,54,211692
nation,Wales,W92000004,2021/5/4,65,211638
nation,Wales,W92000004,2021/5/3,0,211573
nation,Wales,W92000004,2021/5/2,79,211573
nation,Wales,W92000004,2021/5/1,0,211494
nation,Wales,W92000004,2021/4/30,36,211494
nation,Wales,W92000004,2021/4/29,69,211458
nation,Wales,W92000004,2021/4/28,35,211389
nation,Wales,W92000004,2021/4/27,33,211354
nation,Wales,W92000004,2021/4/26,97,211321
nation,Wales,W92000004,2021/4/25,62,211224
nation,Wales,W92000004,2021/4/24,0,211162
nation,Wales,W92000004,2021/4/23,58,211162
nation,Wales,W92000004,2021/4/22,63,211104
nation,Wales,W92000004,2021/4/21,64,211042
nation,Wales,W92000004,2021/4/20,53,210978
nation,Wales,W92000004,2021/4/19,102,210925
nation,Wales,W92000004,2021/4/18,94,210823
nation,Wales,W92000004,2021/4/17,0,210729
nation,Wales,W92000004,2021/4/16,48,210729
nation,Wales,W92000004,2021/4/15,105,210681
nation,Wales,W92000004,2021/4/14,62,210577
nation,Wales,W92000004,2021/4/13,69,210515
nation,Wales,W92000004,2021/4/12,50,210447
nation,Wales,W92000004,2021/4/11,53,210397
nation,Wales,W92000004,2021/4/10,130,210344
nation,Wales,W92000004,2021/4/9,114,210219
nation,Wales,W92000004,2021/4/8,82,210105
nation,Wales,W92000004,2021/4/7,82,210023
nation,Wales,W92000004,2021/4/6,126,209942
nation,Wales,W92000004,2021/4/5,189,209816
nation,Wales,W92000004,2021/4/4,0,209627
nation,Wales,W92000004,2021/4/3,95,209627
nation,Wales,W92000004,2021/4/2,0,209532
nation,Wales,W92000004,2021/4/1,188,209532
nation,Wales,W92000004,2021/3/31,60,209345
nation,Wales,W92000004,2021/3/30,94,209285
nation,Wales,W92000004,2021/3/29,125,209191
nation,Wales,W92000004,2021/3/28,171,209066
nation,Wales,W92000004,2021/3/27,201,208895
nation,Wales,W92000004,2021/3/26,190,208694
nation,Wales,W92000004,2021/3/25,227,208504
nation,Wales,W92000004,2021/3/24,159,208277
nation,Wales,W92000004,2021/3/23,127,208119
nation,Wales,W92000004,2021/3/22,150,207992
nation,Wales,W92000004,2021/3/21,196,207842
nation,Wales,W92000004,2021/3/20,208,207646
nation,Wales,W92000004,2021/3/19,201,207438
nation,Wales,W92000004,2021/3/18,297,207237
nation,Wales,W92000004,2021/3/17,145,206940
nation,Wales,W92000004,2021/3/16,142,206795
nation,Wales,W92000004,2021/3/15,248,206653
nation,Wales,W92000004,2021/3/14,217,206405
nation,Wales,W92000004,2021/3/13,210,206188
nation,Wales,W92000004,2021/3/12,190,205978
nation,Wales,W92000004,2021/3/11,195,205788
nation,Wales,W92000004,2021/3/10,225,205593
nation,Wales,W92000004,2021/3/9,166,205368
nation,Wales,W92000004,2021/3/8,164,205202
nation,Wales,W92000004,2021/3/7,152,205038
nation,Wales,W92000004,2021/3/6,195,204886
nation,Wales,W92000004,2021/3/5,230,204692
nation,Wales,W92000004,2021/3/4,267,204463
nation,Wales,W92000004,2021/3/3,208,204196
nation,Wales,W92000004,2021/3/2,170,203988
nation,Wales,W92000004,2021/3/1,193,203818
nation,Wales,W92000004,2021/2/28,247,203625
nation,Wales,W92000004,2021/2/27,198,203378
nation,Wales,W92000004,2021/2/26,308,203180
nation,Wales,W92000004,2021/2/25,312,202872
nation,Wales,W92000004,2021/2/24,236,202560
nation,Wales,W92000004,2021/2/23,317,202324
nation,Wales,W92000004,2021/2/22,319,202007
nation,Wales,W92000004,2021/2/21,336,201688
nation,Wales,W92000004,2021/2/20,363,201352
nation,Wales,W92000004,2021/2/19,533,200989
nation,Wales,W92000004,2021/2/18,290,200456
nation,Wales,W92000004,2021/2/17,374,200166
nation,Wales,W92000004,2021/2/16,275,199793
nation,Wales,W92000004,2021/2/15,363,199518
nation,Wales,W92000004,2021/2/14,394,199155
nation,Wales,W92000004,2021/2/13,400,198761
nation,Wales,W92000004,2021/2/12,608,198362
nation,Wales,W92000004,2021/2/11,410,197754
nation,Wales,W92000004,2021/2/10,323,197344
nation,Wales,W92000004,2021/2/9,351,197021
nation,Wales,W92000004,2021/2/8,610,196670
nation,Wales,W92000004,2021/2/7,461,196060
nation,Wales,W92000004,2021/2/6,675,195599
nation,Wales,W92000004,2021/2/5,399,194924
nation,Wales,W92000004,2021/2/4,544,194525
nation,Wales,W92000004,2021/2/3,455,193981
nation,Wales,W92000004,2021/2/2,614,193526
nation,Wales,W92000004,2021/2/1,630,192912
nation,Wales,W92000004,2021/1/31,605,192282
nation,Wales,W92000004,2021/1/30,737,191677
nation,Wales,W92000004,2021/1/29,546,190940
nation,Wales,W92000004,2021/1/28,705,190394
nation,Wales,W92000004,2021/1/27,537,189689
nation,Wales,W92000004,2021/1/26,570,189152
nation,Wales,W92000004,2021/1/25,872,188583
nation,Wales,W92000004,2021/1/24,796,187711
nation,Wales,W92000004,2021/1/23,1079,186915
nation,Wales,W92000004,2021/1/22,801,185836
nation,Wales,W92000004,2021/1/21,1153,185035
nation,Wales,W92000004,2021/1/20,1283,183882
nation,Wales,W92000004,2021/1/19,1106,182599
nation,Wales,W92000004,2021/1/18,1332,181493
nation,Wales,W92000004,2021/1/17,1172,180161
nation,Wales,W92000004,2021/1/16,1129,178989
nation,Wales,W92000004,2021/1/15,1808,177864
nation,Wales,W92000004,2021/1/14,1644,176056
nation,Wales,W92000004,2021/1/13,1533,174412
nation,Wales,W92000004,2021/1/12,1332,172879
nation,Wales,W92000004,2021/1/11,1793,171547
nation,Wales,W92000004,2021/1/10,1660,169754
nation,Wales,W92000004,2021/1/9,2373,168094
nation,Wales,W92000004,2021/1/8,2487,165721
nation,Wales,W92000004,2021/1/7,1718,163234
nation,Wales,W92000004,2021/1/6,2238,161516
nation,Wales,W92000004,2021/1/5,2069,159278
nation,Wales,W92000004,2021/1/4,1898,157209
nation,Wales,W92000004,2021/1/3,4011,155311
nation,Wales,W92000004,2021/1/2,2764,151300
nation,Wales,W92000004,2021/1/1,0,148537
nation,Wales,W92000004,2020/12/31,1831,148537
nation,Wales,W92000004,2020/12/30,2281,146706
nation,Wales,W92000004,2020/12/29,2510,144425
nation,Wales,W92000004,2020/12/28,2273,141915
nation,Wales,W92000004,2020/12/27,4142,139642
nation,Wales,W92000004,2020/12/26,2237,135500
nation,Wales,W92000004,2020/12/25,0,133263
nation,Wales,W92000004,2020/12/24,2161,133263
nation,Wales,W92000004,2020/12/23,3013,131102
nation,Wales,W92000004,2020/12/22,2761,128089
nation,Wales,W92000004,2020/12/21,2563,125329
nation,Wales,W92000004,2020/12/20,2334,122766
nation,Wales,W92000004,2020/12/19,3065,120432
nation,Wales,W92000004,2020/12/18,2801,117367
nation,Wales,W92000004,2020/12/17,11468,114566
nation,Wales,W92000004,2020/12/16,530,103098
nation,Wales,W92000004,2020/12/15,615,102568
nation,Wales,W92000004,2020/12/14,1228,101953
nation,Wales,W92000004,2020/12/13,0,100725
nation,Wales,W92000004,2020/12/12,2494,100725
nation,Wales,W92000004,2020/12/11,2234,98232
nation,Wales,W92000004,2020/12/10,1968,95998
nation,Wales,W92000004,2020/12/9,2238,94030
nation,Wales,W92000004,2020/12/8,780,91792
nation,Wales,W92000004,2020/12/7,2021,91013
nation,Wales,W92000004,2020/12/6,1916,88992
nation,Wales,W92000004,2020/12/5,1645,87077
nation,Wales,W92000004,2020/12/4,1471,85432
nation,Wales,W92000004,2020/12/3,1473,83961
nation,Wales,W92000004,2020/12/2,1480,82489
nation,Wales,W92000004,2020/12/1,667,81009
nation,Wales,W92000004,2020/11/30,802,80342
nation,Wales,W92000004,2020/11/29,1004,79540
nation,Wales,W92000004,2020/11/28,1445,78536
nation,Wales,W92000004,2020/11/27,1105,77091
nation,Wales,W92000004,2020/11/26,1251,75986
nation,Wales,W92000004,2020/11/25,907,74735
nation,Wales,W92000004,2020/11/24,595,73828
nation,Wales,W92000004,2020/11/23,892,73233
nation,Wales,W92000004,2020/11/22,808,72341
nation,Wales,W92000004,2020/11/21,1016,71533
nation,Wales,W92000004,2020/11/20,1020,70517
nation,Wales,W92000004,2020/11/19,1048,69497
nation,Wales,W92000004,2020/11/18,638,68449
nation,Wales,W92000004,2020/11/17,705,67811
nation,Wales,W92000004,2020/11/16,892,67106
nation,Wales,W92000004,2020/11/15,1333,66214
nation,Wales,W92000004,2020/11/14,933,64881
nation,Wales,W92000004,2020/11/13,797,63948
nation,Wales,W92000004,2020/11/12,867,63151
nation,Wales,W92000004,2020/11/11,928,62284
nation,Wales,W92000004,2020/11/10,444,61356
nation,Wales,W92000004,2020/11/9,931,60912
nation,Wales,W92000004,2020/11/8,744,59981
nation,Wales,W92000004,2020/11/7,958,59237
nation,Wales,W92000004,2020/11/6,1352,58279
nation,Wales,W92000004,2020/11/5,1272,56927
nation,Wales,W92000004,2020/11/4,1202,55658
nation,Wales,W92000004,2020/11/3,1119,54456
nation,Wales,W92000004,2020/11/2,1646,53337
nation,Wales,W92000004,2020/11/1,819,51691
nation,Wales,W92000004,2020/10/31,1301,50872
nation,Wales,W92000004,2020/10/30,1737,49571
nation,Wales,W92000004,2020/10/29,1375,47834
nation,Wales,W92000004,2020/10/28,1414,46459
nation,Wales,W92000004,2020/10/27,1207,45046
nation,Wales,W92000004,2020/10/26,1158,43839
nation,Wales,W92000004,2020/10/25,1104,42681
nation,Wales,W92000004,2020/10/24,1324,41577
nation,Wales,W92000004,2020/10/23,761,40253
nation,Wales,W92000004,2020/10/22,1134,39491
nation,Wales,W92000004,2020/10/21,962,38361
nation,Wales,W92000004,2020/10/20,1148,37400
nation,Wales,W92000004,2020/10/19,626,36253
nation,Wales,W92000004,2020/10/18,950,35628
nation,Wales,W92000004,2020/10/17,674,34679
nation,Wales,W92000004,2020/10/16,979,34005
nation,Wales,W92000004,2020/10/15,727,33041
nation,Wales,W92000004,2020/10/14,946,32316
nation,Wales,W92000004,2020/10/13,764,31370
nation,Wales,W92000004,2020/10/12,487,30608
nation,Wales,W92000004,2020/10/11,467,30121
nation,Wales,W92000004,2020/10/10,627,29654
nation,Wales,W92000004,2020/10/9,766,29028
nation,Wales,W92000004,2020/10/8,638,28262
nation,Wales,W92000004,2020/10/7,752,27624
nation,Wales,W92000004,2020/10/6,425,26872
nation,Wales,W92000004,2020/10/5,596,26447
nation,Wales,W92000004,2020/10/4,432,25852
nation,Wales,W92000004,2020/10/3,576,25420
nation,Wales,W92000004,2020/10/2,462,24845
nation,Wales,W92000004,2020/10/1,398,24383
nation,Wales,W92000004,2020/9/30,388,23985
nation,Wales,W92000004,2020/9/29,366,23597
nation,Wales,W92000004,2020/9/28,286,23231
nation,Wales,W92000004,2020/9/27,362,22945
nation,Wales,W92000004,2020/9/26,370,22584
nation,Wales,W92000004,2020/9/25,320,22215
nation,Wales,W92000004,2020/9/24,348,21896
nation,Wales,W92000004,2020/9/23,389,21548
nation,Wales,W92000004,2020/9/22,281,21159
nation,Wales,W92000004,2020/9/21,234,20878
nation,Wales,W92000004,2020/9/20,199,20644
nation,Wales,W92000004,2020/9/19,212,20445
nation,Wales,W92000004,2020/9/18,185,20233
nation,Wales,W92000004,2020/9/17,168,20048
nation,Wales,W92000004,2020/9/16,199,19880
nation,Wales,W92000004,2020/9/15,110,19681
nation,Wales,W92000004,2020/9/14,183,19573
nation,Wales,W92000004,2020/9/13,162,19390
nation,Wales,W92000004,2020/9/12,164,19228
nation,Wales,W92000004,2020/9/11,133,19064
nation,Wales,W92000004,2020/9/10,102,18931
nation,Wales,W92000004,2020/9/9,165,18829
nation,Wales,W92000004,2020/9/8,150,18664
nation,Wales,W92000004,2020/9/7,133,18514
nation,Wales,W92000004,2020/9/6,98,18381
nation,Wales,W92000004,2020/9/5,77,18283
nation,Wales,W92000004,2020/9/4,51,18206
nation,Wales,W92000004,2020/9/3,50,18155
nation,Wales,W92000004,2020/9/2,42,18105
nation,Wales,W92000004,2020/9/1,51,18063
nation,Wales,W92000004,2020/8/31,39,18012
nation,Wales,W92000004,2020/8/30,56,17973
nation,Wales,W92000004,2020/8/29,40,17917
nation,Wales,W92000004,2020/8/28,34,17877
nation,Wales,W92000004,2020/8/27,35,17843
nation,Wales,W92000004,2020/8/26,34,17808
nation,Wales,W92000004,2020/8/25,28,17774
nation,Wales,W92000004,2020/8/24,19,17746
nation,Wales,W92000004,2020/8/23,20,17727
nation,Wales,W92000004,2020/8/22,34,17707
nation,Wales,W92000004,2020/8/21,34,17673
nation,Wales,W92000004,2020/8/20,19,17639
nation,Wales,W92000004,2020/8/19,21,17620
nation,Wales,W92000004,2020/8/18,24,17599
nation,Wales,W92000004,2020/8/17,14,17575
nation,Wales,W92000004,2020/8/16,18,17561
nation,Wales,W92000004,2020/8/15,27,17543
nation,Wales,W92000004,2020/8/14,18,17516
nation,Wales,W92000004,2020/8/13,15,17499
nation,Wales,W92000004,2020/8/12,8,17484
nation,Wales,W92000004,2020/8/11,13,17476
nation,Wales,W92000004,2020/8/10,12,17463
nation,Wales,W92000004,2020/8/9,26,17451
nation,Wales,W92000004,2020/8/8,19,17425
nation,Wales,W92000004,2020/8/7,17,17406
nation,Wales,W92000004,2020/8/6,15,17389
nation,Wales,W92000004,2020/8/5,14,17374
nation,Wales,W92000004,2020/8/4,22,17361
nation,Wales,W92000004,2020/8/3,24,17339
nation,Wales,W92000004,2020/8/2,37,17315
nation,Wales,W92000004,2020/8/1,21,17279
nation,Wales,W92000004,2020/7/31,26,17258
nation,Wales,W92000004,2020/7/30,9,17232
nation,Wales,W92000004,2020/7/29,32,17223
nation,Wales,W92000004,2020/7/28,21,17191
nation,Wales,W92000004,2020/7/27,45,17170
nation,Wales,W92000004,2020/7/26,22,17125
nation,Wales,W92000004,2020/7/25,30,17105
nation,Wales,W92000004,2020/7/24,45,17075
nation,Wales,W92000004,2020/7/23,43,17030
nation,Wales,W92000004,2020/7/22,22,16987
nation,Wales,W92000004,2020/7/21,22,16965
